,Y,T,Xsb,X1
0,-13.803678514467517,0,0.7170864268379107,-1.0316741159269798
1,-9.832612653360734,0,1.7676287816973577,-0.6660428390103902
2,2.52574303182596,0,0.32585497721221174,0.2200507157923649
3,1.9305336551999024,0,-0.11802323682768193,0.14509115585754037
4,17.691731473552807,0,-1.7153946337839736,1.5664136104944106
5,0.4252133913918408,0,0.7686862789922022,0.07989870431114066
6,18.27041817766838,1,35.15944016120595,2.1809255241887597
7,-7.101620469656697,0,-1.16054187528251,-0.6082997285283426
8,-13.394457878010325,0,-1.014793305365406,-1.1289922888184818
9,-16.58969580754041,0,-0.29885333665991254,-1.4350567654682775
10,-23.1186457225699,1,37.18621226620092,-1.2222850953062478
11,-7.8468601832011124,0,-0.2215966071114015,-0.5215270899688025
12,-9.382022843334587,1,34.48754323251863,-0.10796326613989159
13,-18.349249230081973,1,36.970914984466724,-0.8577624319306841
14,-9.888183340135264,1,37.418296129720005,-0.11782146527674185
15,-17.073666182338446,1,37.98363909759068,-0.7655137313423717
16,23.51527549700051,1,36.25275814438364,2.739210292301645
17,15.351797562911738,0,1.0267024801043156,1.4192488817125384
18,-4.01680585016132,1,36.670139019848015,0.31895359199808176
19,-20.90627815726057,0,-0.05258015852023005,-1.7702914940983863
20,17.20506634564128,0,-0.5849379474506072,1.4756648052793804
21,-18.11497371612625,1,38.13329378690034,-0.8478285850100902
22,5.730919167380909,0,0.26665054294202906,0.5144436743259067
23,-17.73816144347671,1,34.38762006799412,-0.7031380563288757
24,6.213498578063291,0,-0.8180975233227081,0.4388544292907628
25,-10.944377852346534,1,35.15752682704531,-0.18876072108076958
26,12.150668173211633,0,-0.3548966528270841,1.0936799204412233
27,11.090170270329509,1,37.204462137603116,1.50951288480973
28,12.957296978938812,0,1.0205477394696387,1.0900882239561718
29,9.68000446409291,0,1.2381675751685532,0.7992360208851498
30,6.339670651060738,1,37.20453154911161,1.0405542851663827
31,-5.26092279300833,1,37.694122640413084,0.3287860259586458
